# rank	seq_id	rel_abund_perc
271	gi|11038431|ref|NC_001875.2|	0.105343675754005
272	gi|556195173|ref|NC_022632.1|	0.105043952700005
273	gi|23334597|ref|NC_004284.1|	0.104608587487005
274	gi|9629730|ref|NC_001841.1|	0.104101969085005
275	gi|12657941|ref|NC_002657.1|	0.103544253993005
276	gi|85701379|ref|NC_007734.1|	0.103332100919005
277	gi|281416490|ref|NC_013643.1|	0.102607945325005
278	gi|635546950|ref|NC_024114.1|	0.101978870255005
279	gi|410428374|ref|NC_019028.1|	0.101816704472005
280	gi|475195700|ref|NC_020898.1|	0.101645893121005
281	gi|378554472|ref|NC_016896.1|	0.101303047755005
282	gi|158711661|ref|NC_009945.1|	0.100819885175005
283	gi|401829641|ref|NC_018484.1|	0.0994747131161047
284	gi|124378198|ref|NC_008911.1|	0.0992647216714047
285	gi|685511402|ref|NC_024894.1|	0.0992330803821047
286	gi|13487801|ref|NC_002703.1|	0.0992132198364046
287	gi|9626440|ref|NC_001434.1|	0.0983184922806046
288	gi|744692834|ref|NC_026017.1|	0.0978888067799046
289	gi|255983864|ref|NC_013102.1|	0.0978879026871046
290	gi|478755937|ref|NC_020996.1|	0.0976849011491046
291	gi|557308055|ref|NC_022758.1|	0.0975733050004046
292	gi|22960704|ref|NC_004183.1|	0.0975329143405046
293	gi|428782081|ref|NC_019712.1|	0.0973090292179046
294	gi|295413968|ref|NC_014083.1|	0.0972750810882046
295	gi|292397674|ref|NC_013953.1|	0.0959888831100045
296	gi|601449154|ref|NC_023854.1|	0.0957955846118045
297	gi|593776040|ref|NC_023707.1|	0.0956712808710045
298	gi|17017957|ref|NC_003220.1|	0.0953550998463045
299	gi|508180468|ref|NC_021310.1|	0.0953281658977045
300	gi|38147310|ref|NC_005171.1|	0.0951336991069045
301	gi|520782962|ref|NC_021629.1|	0.0950432877926045
302	gi|16519569|ref|NC_003203.1|	0.0942885876725044
303	gi|475994034|ref|NC_020900.1|	0.0930507145128044
304	gi|422936813|ref|NC_019525.1|	0.0930233739508044
305	gi|517501532|ref|NC_021583.1|	0.0929977697583044
306	gi|189026274|ref|NC_010758.1|	0.0926085612023043
307	gi|701219404|ref|NC_025404.1|	0.0910006813007043
308	gi|124378212|ref|NC_008917.1|	0.0908935257383043
309	gi|282598847|ref|NC_013692.1|	0.0907143412036043
310	gi|195546701|ref|NC_011107.1|	0.0904925252343042
311	gi|298200958|ref|NC_014243.1|	0.0901919593112042
312	gi|27311175|ref|NC_004456.1|	0.0888535091590042
313	gi|472437772|ref|NC_020877.1|	0.0887675729814042
314	gi|215480028|ref|NC_011618.1|	0.0881951578745041
315	gi|375298266|ref|NC_016880.1|	0.0879155329781041
316	gi|73852948|ref|NC_007358.1|	0.0876818278406041
317	gi|22122273|ref|NC_004086.1|	0.0870437670808041
318	gi|21427662|ref|NC_004020.1|	0.0869516463920041
319	gi|213496074|ref|NC_011591.1|	0.0867795881400041
320	gi|41057731|ref|NC_005348.1|	0.0866467305708041
321	gi|165970234|ref|NC_010275.1|	0.085901252900204
322	gi|62401671|ref|NC_006961.1|	0.085705499067404
323	gi|312234404|ref|NC_014707.1|	0.085612207931404
324	gi|295413936|ref|NC_014070.1|	0.085064945397204
325	gi|372199597|ref|NC_016578.1|	0.085039385024004
326	gi|168480155|ref|NC_010354.1|	0.084375540295504
327	gi|312274959|ref|NC_014708.1|	0.084243761171304
328	gi|148734472|ref|NC_009540.1|	0.0839263922935039
329	gi|169803207|ref|NC_010435.1|	0.0837047167883039
330	gi|25140197|ref|NC_004425.1|	0.0830904426013039
331	gi|134287335|ref|NC_009231.1|	0.0827971925534039
332	gi|478755948|ref|NC_020998.1|	0.0824654694624039
333	gi|9634977|ref|NC_002201.1|	0.0822101890077039
334	gi|9629902|ref|NC_001867.1|	0.0821207801720039
335	gi|73852943|ref|NC_007364.1|	0.0811895704169038
336	gi|659494848|ref|NC_024450.1|	0.0811864989445038
337	gi|482677385|ref|NC_021147.1|	0.0810981369201038
338	gi|388570618|ref|NC_017977.1|	0.0809745995462038
339	gi|20428615|ref|NC_003746.1|	0.0809135720139038
340	gi|226377833|ref|NC_012532.1|	0.0805252249164038
341	gi|610585404|ref|NC_022088.2|	0.0802743470231038
342	gi|330850812|ref|NC_015452.1|	0.0800655744420038
343	gi|52630351|ref|NC_006308.1|	0.0798798041741037
344	gi|19919905|ref|NC_003513.1|	0.0795332264393037
345	gi|238801880|ref|NC_012753.1|	0.0789101006689037
346	gi|83571707|ref|NC_007638.1|	0.0787088007231037
